TARGET,ID,DerogCnt,CollectCnt,BanruptcyInd,InqCnt06,InqTimeLast,InqFinanceCnt24,TLTimeFirst,TLTimeLast,TLCnt03,TLCnt12,TLCnt24,TLCnt,TLSum,TLMaxSum,TLSatCnt,TLDel60Cnt,TLBadCnt24,TL75UtilCnt,TL50UtilCnt,TLBalHCPct,TLSatPct,TLDel3060Cnt24,TLDel90Cnt24,TLDel60CntAll,TLOpenPct,TLBadDerogCnt,TLDel60Cnt24,TLOpen24Pct
0,058706,0,0,0,8,0,4,270,6,0,1,1,7,"$17,788","$30,910",11,0,0,4,4,58% ,82% ,0,0,0,64% ,0,0,14% 
0,058708,0,0,0,1,4,6,63,6,0,3,11,16,"$26,201","$47,492",22,0,0,5,10,55% ,81% ,0,0,0,62% ,0,0,69% 
0,058719,1,1,0,1,4,15,102,3,1,5,10,8,"$18,711","$20,781",17,8,2,6,6,90% ,27% ,3,4,9,31% ,4,6,125% 
0,058786,3,3,0,5,1,6,84,14,0,0,4,6,"$12,554","$14,486",14,0,0,3,4,87% ,44% ,2,0,1,38% ,0,1,67% 
0,058933,0,0,0,0,7,0,109,7,0,1,1,1,$0,$0,1,2,0,0,0,0% ,33% ,0,0,2,33% ,0,0,100% 
0,059227,0,0,0,5,0,3,125,13,0,0,3,14,"$31,094","$45,136",29,0,0,7,8,69% ,62% ,0,0,1,41% ,0,0,21% 
0,059229,0,0,0,1,5,0,98,4,0,5,11,13,"$38,444","$55,633",14,0,0,6,7,69% ,93% ,0,0,0,87% ,0,0,85% 
0,059298,1,1,0,1,1,1,366,16,0,0,2,8,"$11,969","$36,226",10,0,0,1,3,33% ,80% ,2,0,1,80% ,0,1,25% 
0,059329,0,0,0,9,1,17,224,7,0,1,7,12,"$31,179","$37,563",20,1,1,6,8,83% ,48% ,3,1,4,48% ,1,2,58% 
0,059443,2,1,0,13,1,9,111,4,0,2,7,14,"$41,611","$60,631",17,0,0,5,8,69% ,65% ,0,1,1,70% ,2,1,50% 
0,059515,1,1,0,4,0,7,280,4,0,1,3,13,"$46,382","$58,909",19,0,0,7,7,79% ,57% ,0,0,0,57% ,1,0,23% 
0,059541,0,0,0,3,0,2,243,13,0,0,2,13,"$21,058","$61,020",24,0,0,4,5,35% ,60% ,0,0,0,52% ,0,0,15% 
0,059565,0,0,0,6,0,11,170,2,1,2,6,13,"$39,749","$73,193",28,0,0,7,8,54% ,52% ,0,0,2,39% ,0,0,46% 
0,059624,0,0,0,6,2,8,164,3,1,4,6,6,"$14,948","$16,823",13,1,0,3,4,89% ,53% ,0,0,3,40% ,0,0,100% 
0,059770,1,0,0,4,0,2,64,14,0,0,1,1,,,1,0,0,,,,0% ,1,0,1,33% ,0,0,100% 
0,059774,0,0,0,0,,0,219,9,0,3,3,8,"$24,507","$30,760",10,1,1,4,7,80% ,50% ,1,1,2,67% ,1,1,38% 
0,059797,1,0,0,8,1,17,117,8,0,4,8,8,"$43,223","$52,340",26,3,1,3,4,83% ,60% ,0,1,4,27% ,1,1,100% 
0,059805,3,0,1,0,,0,155,21,0,0,1,3,"$1,551","$4,000",3,5,3,0,1,39% ,38% ,0,3,6,38% ,3,3,33% 
0,060009,1,0,0,0,22,0,249,21,0,0,1,9,"$11,714","$23,032",13,1,0,1,2,51% ,53% ,2,1,2,60% ,1,2,11% 
0,060059,3,0,1,3,0,4,141,3,1,3,3,7,"$33,950","$44,920",7,7,3,2,2,76% ,33% ,0,3,7,47% ,3,3,43% 
0,060131,0,0,0,1,2,0,138,18,0,0,1,1,,,2,0,0,,,,100% ,0,0,1,50% ,0,0,100% 
0,060152,0,0,0,3,2,1,146,3,1,3,5,14,"$15,801","$39,837",22,0,0,3,3,40% ,67% ,0,0,0,58% ,0,0,36% 
0,060159,0,0,0,3,5,1,127,5,0,3,4,8,"$11,079","$33,475",12,1,1,1,1,33% ,54% ,0,1,1,62% ,1,1,50% 
0,060177,0,0,0,1,5,1,131,14,0,0,3,6,"$8,073","$15,754",12,1,0,1,1,51% ,57% ,2,0,1,43% ,0,1,50% 
0,060289,0,0,0,7,1,4,236,52,0,0,0,5,"$2,191","$5,673",5,0,0,2,2,39% ,100% ,0,0,0,100% ,0,0,0% 
0,060405,0,0,0,1,3,0,57,9,0,1,1,3,"$3,971","$11,000",5,0,0,0,1,36% ,100% ,0,0,0,60% ,0,0,33% 
0,060516,0,0,0,1,2,1,237,2,2,3,4,9,"$53,888","$72,683",18,0,0,4,5,74% ,40% ,0,0,0,45% ,0,0,44% 
0,060544,17,2,0,1,3,1,247,5,0,1,3,7,"$18,569","$22,771",12,0,0,1,3,82% ,50% ,0,0,1,44% ,4,0,43% 
0,060590,0,0,0,1,1,1,151,47,0,0,0,8,"$5,354","$12,276",16,1,1,2,2,44% ,59% ,0,1,4,47% ,1,1,0% 
0,060646,1,1,0,0,8,5,190,7,0,3,6,11,"$9,326","$21,016",23,0,0,3,3,44% ,65% ,3,0,0,48% ,1,0,55% 
0,060666,3,0,1,1,5,2,118,5,0,2,4,3,"$12,354","$16,413",4,2,1,2,2,75% ,50% ,0,1,2,50% ,1,1,133% 
0,060838,0,0,0,0,,0,348,9,0,1,2,8,"$15,662","$19,234",18,0,0,4,6,81% ,42% ,3,0,2,42% ,0,1,25% 
0,060904,0,0,0,2,4,1,45,5,0,4,6,7,"$5,488","$7,787",11,0,0,2,3,70% ,91% ,0,0,0,64% ,0,0,86% 
0,060934,0,0,0,0,7,0,199,6,0,1,3,6,"$20,129","$26,842",18,0,0,3,4,75% ,44% ,0,0,1,33% ,0,0,50% 
0,061115,0,0,0,6,2,8,55,7,0,1,3,10,"$27,284","$42,149",13,0,0,3,7,65% ,75% ,0,0,0,63% ,0,0,30% 
0,061253,4,4,0,0,10,1,168,2,1,2,5,6,"$6,666","$10,750",12,0,0,2,2,62% ,75% ,0,0,0,50% ,1,0,83% 
0,061286,1,1,0,7,0,16,213,3,1,9,13,12,"$22,793","$24,646",25,1,0,8,11,92% ,39% ,0,0,3,33% ,1,0,108% 
0,061383,0,0,0,10,0,9,170,6,0,3,4,9,"$45,102","$63,191",12,2,1,4,5,71% ,53% ,0,1,2,53% ,1,1,44% 
0,061438,0,0,0,6,4,6,241,4,0,1,4,9,"$9,944","$19,981",23,0,0,1,2,50% ,64% ,0,0,0,36% ,0,0,44% 
0,061502,0,0,0,0,9,1,137,9,0,2,4,8,"$26,078","$33,716",13,1,0,4,4,77% ,50% ,2,0,1,57% ,0,1,50% 
0,061516,1,0,0,8,1,4,39,2,1,1,5,13,"$40,107","$59,387",15,0,0,6,9,68% ,88% ,0,1,1,81% ,2,1,38% 
0,061553,3,2,1,1,3,0,166,11,0,1,1,2,"$2,474","$3,966",3,2,1,0,1,62% ,60% ,0,1,2,40% ,1,1,50% 
0,061683,0,0,0,4,1,12,135,9,0,3,6,6,"$9,943","$18,826",18,0,0,1,2,53% ,63% ,0,0,0,32% ,0,0,100% 
0,061713,0,0,0,2,1,1,291,6,0,2,4,9,"$32,984","$50,933",19,0,0,2,4,65% ,79% ,0,0,0,47% ,0,0,44% 
0,061719,1,1,0,4,1,2,131,15,0,0,4,9,"$48,802","$55,318",13,0,0,6,6,88% ,69% ,0,0,0,69% ,1,0,44% 
0,061773,1,0,1,2,2,3,99,3,1,4,7,5,$370,$647,6,0,0,0,2,57% ,63% ,0,0,0,63% ,0,0,140% 
0,061783,1,0,1,5,1,3,111,4,0,3,3,5,"$22,005","$33,285",6,0,0,1,1,66% ,100% ,0,0,0,83% ,0,0,60% 
0,061797,0,0,0,5,0,3,289,6,0,4,7,14,"$34,904","$100,724",22,0,0,3,7,35% ,95% ,0,0,0,64% ,0,0,50% 
0,061923,1,0,0,3,3,3,117,8,0,1,2,2,$995,"$1,017",3,0,0,2,2,98% ,50% ,0,0,0,50% ,0,0,100% 
0,061931,0,0,0,2,0,1,153,25,0,0,0,9,"$32,985","$43,468",16,0,0,3,4,76% ,50% ,2,0,1,50% ,0,1,0% 
0,062015,0,0,0,10,0,6,376,1,1,6,9,22,"$16,629","$91,255",34,0,0,3,3,18% ,62% ,0,0,0,56% ,0,0,41% 
0,062049,0,0,0,5,1,8,296,24,0,0,1,23,"$105,295","$138,502",29,0,0,8,9,76% ,72% ,1,0,1,64% ,0,0,4% 
0,062054,1,1,0,4,1,5,128,29,0,0,0,4,"$6,628","$7,895",12,0,0,2,2,84% ,8% ,2,2,4,33% ,2,3,0% 
0,062095,0,0,0,1,4,1,69,2,1,6,13,16,"$47,825","$63,169",28,0,0,5,6,76% ,83% ,0,0,0,55% ,0,0,81% 
0,062183,0,0,0,2,3,2,284,3,1,1,6,27,"$86,256","$140,264",40,0,0,5,9,62% ,69% ,0,0,0,64% ,0,0,22% 
0,062288,2,2,0,9,1,3,270,4,0,2,2,6,"$35,369","$36,434",16,9,2,2,2,97% ,30% ,1,3,21,22% ,3,3,33% 
0,062361,0,0,0,1,2,1,160,14,0,0,3,13,"$51,007","$65,328",18,0,0,8,9,78% ,72% ,0,0,1,72% ,0,0,23% 
0,062405,1,1,0,5,1,5,78,5,0,6,9,19,"$39,984","$68,117",29,0,0,6,8,59% ,93% ,0,0,1,66% ,0,0,47% 
0,062459,0,0,0,1,1,0,212,7,0,1,1,12,"$33,752","$57,317",21,0,0,3,5,59% ,59% ,0,0,0,55% ,0,0,8% 
0,062468,7,5,0,2,2,9,100,3,1,5,8,11,"$16,698","$26,564",14,1,1,6,7,63% ,50% ,1,1,1,61% ,5,1,73% 
0,062492,0,0,0,1,6,2,178,3,1,2,4,16,"$18,089","$28,180",30,0,0,5,6,64% ,69% ,0,0,0,50% ,0,0,25% 
0,062514,0,0,0,5,3,6,61,6,0,4,11,21,"$28,298","$87,656",26,0,0,3,4,32% ,89% ,0,0,0,78% ,0,0,52% 
0,062520,0,0,0,1,1,1,314,20,0,0,2,12,"$37,276","$48,475",19,0,0,4,6,77% ,74% ,0,0,0,63% ,0,0,17% 
0,062542,0,0,0,1,5,2,207,3,1,2,2,10,"$9,702","$32,116",11,0,0,1,2,30% ,85% ,0,0,1,77% ,0,0,20% 
0,062599,0,0,0,8,1,4,208,2,3,9,15,9,"$39,637","$52,930",19,0,0,3,5,75% ,52% ,1,0,0,33% ,0,0,167% 
0,062603,0,0,0,0,9,1,83,6,0,2,4,10,"$37,199","$77,663",15,0,0,2,2,48% ,76% ,0,0,0,59% ,0,0,40% 
0,062635,1,0,1,1,2,0,152,10,0,2,2,1,$0,$0,2,5,1,0,0,0% ,25% ,0,1,6,13% ,1,1,200% 
0,062851,5,5,0,0,,0,265,15,0,0,1,3,"$16,458","$22,475",3,0,0,1,1,73% ,50% ,0,1,1,75% ,6,1,33% 
0,062894,0,0,0,0,,0,224,3,2,5,6,9,"$26,804","$32,276",16,1,0,5,7,83% ,65% ,0,0,1,53% ,0,0,67% 
0,062928,6,4,0,3,2,4,204,77,0,0,0,3,"$3,309","$3,000",4,3,2,2,2,110% ,14% ,0,2,3,43% ,3,2,0% 
0,062974,0,0,0,0,12,4,115,2,2,5,10,17,"$34,351","$58,860",29,0,0,8,10,58% ,59% ,0,0,0,50% ,0,0,59% 
0,063028,0,0,0,3,1,9,97,12,0,2,4,9,"$24,256","$32,873",15,2,1,2,6,74% ,39% ,3,2,4,50% ,2,3,44% 
0,063037,1,0,1,6,0,5,251,3,1,3,5,8,"$39,717","$46,647",12,6,0,4,5,85% ,40% ,0,0,6,40% ,0,0,63% 
0,063047,1,0,1,0,,0,209,20,0,0,1,8,"$5,972","$15,015",17,9,2,2,4,40% ,42% ,0,2,11,31% ,2,2,13% 
0,063189,4,0,1,3,3,3,72,72,0,0,0,1,,,2,0,0,,,,100% ,0,0,0,50% ,3,0,0% 
0,063416,0,0,0,2,1,2,346,11,0,1,5,14,"$25,213","$52,696",17,0,0,5,7,48% ,71% ,1,1,1,82% ,1,1,36% 
0,063429,0,0,0,4,1,0,85,1,1,4,8,19,"$25,238","$35,208",21,0,0,8,11,72% ,91% ,0,0,0,86% ,0,0,42% 
0,063533,1,0,0,0,18,0,277,11,0,1,6,25,"$36,936","$69,964",33,0,0,8,13,53% ,88% ,0,0,1,74% ,0,0,24% 
0,063666,0,0,0,2,3,5,239,8,0,1,1,7,"$45,162","$48,786",21,3,1,4,4,93% ,63% ,0,1,8,29% ,1,1,14% 
0,063766,0,0,0,6,1,5,124,15,0,0,2,3,"$1,022","$1,128",5,2,0,2,2,91% ,38% ,0,0,2,38% ,0,0,67% 
0,063799,4,4,0,3,2,2,136,6,0,1,1,5,"$6,716","$7,566",8,8,5,2,3,89% ,35% ,0,5,8,29% ,7,5,20% 
0,063917,13,13,0,2,4,3,81,1,1,1,1,1,$0,$0,1,1,0,,,0% ,0% ,0,1,3,33% ,11,1,100% 
0,063973,0,0,0,4,1,4,177,2,1,4,10,11,"$29,910","$38,612",24,5,2,6,6,77% ,58% ,0,2,9,35% ,2,2,91% 
0,063976,0,0,0,0,,0,83,2,1,3,5,6,"$9,398","$24,425",10,2,2,1,2,38% ,41% ,0,2,2,35% ,2,2,83% 
0,063995,0,0,0,2,1,1,186,36,0,0,0,9,"$74,370","$113,574",13,0,0,3,4,65% ,23% ,3,1,3,69% ,1,2,0% 
0,064102,0,0,0,7,1,15,157,4,0,4,7,11,"$38,890","$43,334",32,0,0,5,8,90% ,36% ,3,0,4,33% ,0,1,64% 
0,064106,0,0,0,0,10,2,134,9,0,3,4,11,"$36,741","$40,704",16,0,0,8,9,90% ,100% ,0,0,0,69% ,0,0,36% 
0,064116,0,0,0,1,6,2,77,11,0,1,1,2,"$5,086","$20,034",3,0,0,0,1,25% ,40% ,0,0,0,40% ,0,0,50% 
0,064193,23,22,0,5,0,4,80,5,0,1,2,2,$0,$0,4,2,1,,,0% ,38% ,0,1,3,25% ,4,1,100% 
0,064236,1,0,0,2,0,1,70,2,2,4,6,3,"$24,744","$24,942",13,0,0,3,3,99% ,29% ,1,0,1,18% ,0,0,200% 
0,064343,2,0,0,0,8,3,324,9,0,2,9,17,"$20,773","$53,156",35,1,1,5,6,39% ,38% ,3,1,2,46% ,1,1,53% 
0,064379,0,0,0,0,11,0,284,39,0,0,0,10,"$16,970","$38,284",15,3,2,2,3,44% ,30% ,3,3,8,50% ,3,3,0% 
0,064501,3,3,0,0,8,7,107,4,0,3,3,10,"$21,401","$27,117",21,0,0,6,7,79% ,68% ,0,0,1,45% ,2,0,30% 
0,064525,1,1,0,1,4,1,121,14,0,0,1,10,"$36,650","$38,157",13,1,0,6,6,96% ,59% ,0,0,1,59% ,0,0,10% 
0,064635,0,0,0,5,0,4,133,1,1,3,8,12,"$24,323","$41,520",15,3,0,4,4,59% ,50% ,3,0,3,50% ,0,2,67% 
0,064759,1,1,0,4,0,4,76,4,0,1,7,12,"$16,330","$32,801",15,0,0,4,6,50% ,88% ,0,0,0,75% ,0,0,58% 
0,064785,1,0,1,3,1,1,167,2,1,4,5,4,"$18,317","$18,584",13,9,0,3,3,99% ,22% ,0,0,9,17% ,0,0,125% 
0,064884,1,1,0,6,0,4,124,10,0,2,8,12,"$2,719","$20,108",35,1,0,1,1,14% ,57% ,0,1,1,26% ,2,1,67% 
0,064916,0,0,0,1,5,1,259,5,0,2,4,13,"$19,923","$26,133",18,1,0,7,7,76% ,53% ,3,0,2,68% ,0,1,31% 
0,064925,0,0,0,1,6,3,40,5,0,3,6,7,"$26,428","$40,589",10,0,0,3,3,65% ,100% ,0,0,0,70% ,0,0,86% 
0,064947,1,0,0,5,0,8,82,7,0,1,5,7,"$32,571","$50,399",16,1,1,4,5,65% ,56% ,0,1,1,39% ,1,1,71% 
0,065096,1,0,1,9,1,18,244,2,1,6,11,11,"$26,201","$34,396",19,11,6,6,9,76% ,41% ,0,7,11,32% ,7,7,100% 
0,065221,2,0,0,18,0,8,224,2,2,3,4,7,"$63,117","$68,028",10,0,0,6,7,93% ,58% ,1,0,0,58% ,0,0,57% 
0,065295,2,2,0,8,0,7,14,2,1,1,3,2,"$6,629","$8,307",2,0,0,1,2,80% ,67% ,0,0,0,67% ,2,0,150% 
0,065304,0,0,0,0,24,0,324,27,0,0,0,6,$139,"$1,583",15,0,0,0,0,9% ,25% ,2,0,3,38% ,0,1,0% 
0,065315,3,1,0,4,0,5,109,7,0,3,3,3,"$6,754","$7,286",9,0,0,2,2,93% ,27% ,1,0,0,27% ,1,0,100% 
0,065423,1,1,0,0,11,2,149,55,0,0,0,5,"$1,493","$3,884",11,8,5,1,1,38% ,25% ,2,6,11,25% ,7,7,0% 
0,065487,2,1,1,9,2,11,123,9,0,2,3,4,"$9,111","$14,152",5,1,0,1,2,64% ,33% ,0,1,3,44% ,1,1,75% 
0,065522,1,0,1,6,1,4,171,4,0,4,6,10,"$21,099","$24,457",13,2,0,7,8,86% ,63% ,0,0,2,63% ,0,0,60% 
0,065567,1,1,0,2,2,3,228,13,0,0,2,12,"$34,680","$47,415",27,0,0,6,8,73% ,54% ,1,0,0,43% ,0,0,17% 
0,065569,1,0,1,4,1,5,161,9,0,1,1,2,"$21,332","$23,702",5,4,2,1,1,90% ,11% ,2,2,5,22% ,2,3,50% 
0,065606,7,3,1,12,0,16,158,3,1,1,5,7,"$3,379","$7,213",6,2,1,1,3,47% ,45% ,1,1,4,64% ,1,1,71% 
0,065679,0,0,0,4,1,4,169,15,0,0,2,6,"$11,183","$14,098",13,3,0,2,4,79% ,56% ,0,0,3,38% ,0,0,33% 
0,065709,0,0,0,1,1,2,327,6,0,2,6,9,"$27,171","$47,533",23,0,0,3,4,57% ,76% ,0,0,0,36% ,0,0,67% 
0,065731,2,0,0,0,13,2,228,17,0,0,1,6,"$47,270","$60,293",10,0,0,4,6,78% ,80% ,0,0,0,60% ,1,0,17% 
0,065769,1,1,0,0,,0,120,8,0,1,2,4,$486,$531,4,2,0,2,2,92% ,33% ,1,0,2,67% ,1,0,50% 
0,065779,0,0,0,0,7,2,224,7,0,2,4,13,"$21,376","$63,284",21,0,0,0,2,34% ,61% ,0,0,0,57% ,0,0,31% 
0,065841,2,2,0,2,0,4,120,5,0,2,4,6,"$4,763","$6,963",9,1,1,4,4,68% ,55% ,0,1,3,55% ,2,1,67% 
0,065857,0,0,0,2,3,2,398,5,0,1,1,10,"$23,095","$38,661",25,0,0,3,5,60% ,64% ,0,0,0,40% ,0,0,10% 
0,065919,0,0,0,3,3,2,91,21,0,0,2,5,"$11,376","$23,302",8,0,0,1,3,49% ,78% ,0,0,0,56% ,0,0,40% 
0,065927,1,1,0,1,3,1,145,3,1,1,6,13,"$13,855","$46,123",24,0,0,0,1,30% ,56% ,0,0,0,48% ,1,0,46% 
0,065931,0,0,0,3,2,2,234,5,0,1,4,15,"$59,204","$83,055",25,0,0,10,10,71% ,68% ,0,0,1,60% ,0,0,27% 
0,065979,0,0,0,3,1,1,80,4,0,2,6,9,"$30,046","$46,690",9,0,0,4,6,64% ,62% ,0,0,0,69% ,0,0,67% 
0,066053,2,1,0,1,4,0,87,10,0,1,1,5,"$3,469","$4,427",7,2,2,3,3,78% ,33% ,0,3,4,56% ,4,3,20% 
0,066092,1,1,0,2,3,2,131,3,1,2,8,10,"$6,641","$15,269",14,0,0,4,4,43% ,65% ,0,0,0,59% ,1,0,80% 
0,066110,0,0,0,2,0,1,181,7,0,1,2,7,"$30,284","$41,402",16,0,0,5,5,73% ,47% ,3,0,0,41% ,0,0,29% 
0,066164,0,0,0,6,0,6,277,8,0,1,3,17,"$28,585","$45,102",26,5,4,6,11,63% ,53% ,0,4,8,50% ,4,4,18% 
0,066186,1,0,1,8,1,5,228,4,0,1,3,6,"$38,830","$52,634",12,14,4,2,3,74% ,27% ,0,5,18,23% ,5,5,50% 
0,066191,1,1,0,2,2,0,107,2,1,1,1,5,"$1,818","$3,158",5,1,0,2,2,58% ,57% ,0,0,1,71% ,1,0,20% 
0,066201,4,0,0,2,1,1,288,11,0,2,4,5,"$2,753","$3,245",12,0,0,2,2,85% ,40% ,3,0,2,33% ,2,1,80% 
0,066220,0,0,0,0,12,1,379,14,0,0,1,9,"$14,226","$16,799",15,2,1,5,6,85% ,63% ,0,1,6,47% ,1,1,11% 
0,066254,0,0,0,1,3,0,250,8,0,1,6,13,"$15,954","$40,130",15,0,0,3,3,40% ,50% ,3,0,0,65% ,0,0,46% 
0,066314,1,0,1,4,1,3,241,25,0,0,0,3,$0,"$1,854",11,14,14,,,0% ,15% ,0,14,14,11% ,15,14,0% 
0,066328,0,0,0,1,4,1,262,21,0,0,1,9,"$24,618","$25,466",10,0,0,7,7,97% ,90% ,0,0,0,90% ,0,0,11% 
0,066338,4,2,0,1,0,0,113,27,0,0,0,5,"$11,304","$22,418",7,1,0,1,2,50% ,33% ,0,1,4,42% ,1,1,0% 
0,066365,2,2,0,1,4,1,158,4,0,3,4,8,"$27,254","$40,090",15,0,0,4,6,68% ,53% ,0,0,4,47% ,2,0,50% 
0,066409,0,0,0,0,10,0,244,20,0,0,1,7,"$54,503","$64,050",20,0,0,4,4,85% ,55% ,0,0,0,32% ,0,0,14% 
0,066419,0,0,0,2,1,5,150,2,1,2,9,18,"$26,991","$38,621",29,6,3,6,6,70% ,58% ,0,3,8,50% ,3,3,50% 
0,066613,0,0,0,3,1,1,290,14,0,0,2,15,"$20,725","$59,687",22,0,0,5,6,35% ,78% ,0,0,0,65% ,0,0,13% 
0,066858,4,4,0,5,0,4,179,10,0,1,3,1,$0,$0,9,2,1,,,0% ,33% ,2,2,3,8% ,5,3,300% 
0,066902,0,0,0,0,22,0,230,4,0,1,3,10,"$25,086","$37,331",18,0,0,2,4,67% ,78% ,0,0,0,56% ,0,0,30% 
0,067006,0,0,0,7,0,5,258,5,0,6,7,17,"$28,703","$60,176",30,1,1,6,9,48% ,58% ,3,1,2,52% ,1,1,41% 
0,067142,0,0,0,0,,0,255,37,0,0,0,4,"$14,898","$23,000",11,0,0,2,2,65% ,55% ,0,0,0,36% ,0,0,0% 
0,067173,1,1,0,2,3,1,147,24,0,0,2,4,"$1,754","$3,809",10,2,2,2,2,46% ,25% ,3,2,7,33% ,2,3,50% 
0,067188,0,0,0,1,1,2,36,2,1,3,6,10,$209,"$20,641",10,0,0,0,0,1% ,83% ,0,0,0,83% ,0,0,60% 
0,067232,1,0,1,1,1,2,104,13,0,0,1,0,$0,$0,3,4,1,0,0,0% ,29% ,0,1,4,0% ,1,1,0% 
0,067282,0,0,0,0,,0,228,1,1,5,5,9,"$6,763","$11,798",9,0,0,2,2,57% ,50% ,3,0,1,75% ,0,1,56% 
0,067286,0,0,0,2,1,1,311,13,0,0,3,4,"$2,983","$2,480",3,2,1,3,3,120% ,40% ,2,1,3,80% ,1,2,75% 
0,067305,0,0,0,1,4,1,106,16,0,0,1,2,"$3,114","$3,500",8,0,0,1,1,89% ,33% ,1,1,2,22% ,1,1,50% 
0,067342,2,0,0,8,0,9,152,3,1,7,9,8,"$19,695","$29,582",12,3,0,1,3,67% ,59% ,0,0,3,47% ,0,0,113% 
0,067363,7,1,1,19,1,8,172,4,0,3,5,13,"$18,049","$39,635",16,7,2,1,3,46% ,54% ,0,2,8,50% ,2,2,38% 
0,067509,0,0,0,1,2,0,63,12,0,1,9,12,"$9,489","$38,267",18,0,0,1,1,25% ,44% ,3,0,0,44% ,0,0,75% 
0,067510,0,0,0,3,1,3,104,9,0,1,1,8,"$9,076","$25,620",14,0,0,2,3,35% ,60% ,0,0,3,53% ,0,0,13% 
0,067537,2,1,1,1,4,0,174,11,0,1,1,3,"$9,126","$12,417",2,3,1,1,2,74% ,33% ,0,1,4,50% ,1,1,33% 
0,067590,3,2,0,4,0,4,31,8,0,2,4,4,"$18,832","$21,858",6,0,0,1,3,86% ,83% ,0,0,0,67% ,2,0,100% 
0,067719,0,0,0,0,14,0,176,14,0,0,1,6,"$19,189","$29,508",12,0,0,5,5,65% ,58% ,0,0,0,50% ,0,0,17% 
0,067722,0,0,0,3,0,0,206,2,1,3,10,24,"$60,855","$115,202",43,0,0,7,9,53% ,63% ,0,0,0,52% ,0,0,42% 
0,067732,0,0,0,1,2,0,17,17,0,0,1,1,$580,$580,1,0,0,1,1,100% ,100% ,0,0,0,100% ,0,0,100% 
0,067832,2,0,1,9,0,5,119,4,0,2,2,5,"$14,121","$18,654",10,7,2,1,2,76% ,22% ,0,2,9,28% ,3,2,40% 
0,067838,1,0,0,2,0,1,109,6,0,1,1,4,"$1,352","$3,454",6,3,3,2,2,39% ,33% ,0,4,6,44% ,4,4,25% 
0,067856,0,0,0,3,5,6,123,6,0,2,4,13,"$42,563","$59,121",23,0,0,8,8,72% ,64% ,0,0,0,52% ,0,0,31% 
0,067859,0,0,0,2,0,1,287,34,0,0,0,3,"$4,302","$8,381",14,0,0,0,1,51% ,50% ,0,0,2,19% ,0,0,0% 
0,067960,3,2,0,5,4,0,208,33,0,0,0,2,"$17,259","$30,857",5,2,0,1,2,56% ,14% ,0,0,3,29% ,3,0,0% 
0,067970,7,2,0,0,7,3,145,22,0,0,1,3,"$4,330","$5,966",5,0,0,1,2,73% ,20% ,3,0,1,60% ,1,0,33% 
0,068043,5,4,0,5,1,3,74,26,0,0,0,2,$41,$45,2,1,1,1,1,91% ,0% ,0,1,1,67% ,2,1,0% 
0,068061,0,0,0,7,2,1,136,4,0,5,15,21,"$14,974","$63,053",32,0,0,2,2,24% ,73% ,0,0,0,53% ,0,0,71% 
0,068075,13,11,0,5,0,8,33,4,0,4,9,2,"$6,122","$9,643",8,0,0,1,2,63% ,64% ,0,0,0,18% ,3,0,450% 
0,068154,0,0,0,3,4,3,6,4,0,2,2,1,,,1,0,0,,,,50% ,0,0,0,50% ,0,0,200% 
0,068265,0,0,0,5,1,1,226,3,1,5,10,16,"$83,267","$89,095",3,0,0,14,14,93% ,10% ,3,0,0,76% ,0,0,63% 
0,068310,0,0,0,0,16,0,64,10,0,1,9,12,"$20,351","$25,263",13,0,0,9,9,81% ,92% ,0,0,0,92% ,0,0,75% 
0,068343,0,0,0,3,0,1,282,10,0,1,3,9,"$12,664","$22,780",15,0,0,2,4,56% ,53% ,3,0,3,53% ,0,0,33% 
0,068410,0,0,0,9,1,16,146,5,0,12,21,10,"$49,257","$53,349",28,0,0,8,8,92% ,40% ,3,0,3,25% ,0,2,210% 
0,068453,0,0,0,0,7,0,184,7,0,1,1,14,"$57,844","$66,521",16,0,0,9,9,87% ,78% ,0,0,0,78% ,0,0,7% 
0,068480,5,3,1,1,2,2,248,9,0,1,5,9,"$23,933","$30,834",13,1,1,6,7,78% ,40% ,2,1,2,60% ,1,2,56% 
0,068521,2,0,1,4,5,4,258,28,0,0,0,10,"$42,774","$43,507",15,12,0,8,8,98% ,32% ,0,0,12,32% ,0,0,0% 
0,068585,0,0,0,8,0,3,99,3,1,6,7,21,"$44,319","$69,084",28,0,0,6,7,64% ,77% ,0,0,0,70% ,0,0,33% 
0,068600,0,0,0,0,7,0,155,3,1,3,5,7,"$32,660","$49,716",23,0,0,3,3,66% ,48% ,0,0,0,24% ,0,0,71% 
0,068630,2,1,0,9,0,19,117,2,1,1,2,10,"$25,972","$39,916",19,1,1,2,4,65% ,46% ,3,1,2,42% ,2,2,20% 
0,068643,0,0,0,3,3,3,195,3,2,4,8,12,"$1,946","$35,579",27,0,0,0,2,5% ,61% ,0,0,0,43% ,0,0,67% 
0,068666,0,0,0,1,1,0,153,2,1,2,4,8,"$29,830","$60,623",10,0,0,2,3,49% ,67% ,0,0,0,67% ,0,0,50% 
0,068731,0,0,0,1,5,0,212,5,0,2,3,6,"$9,572","$13,751",19,0,0,1,2,70% ,84% ,0,0,0,32% ,0,0,50% 
0,068768,1,1,0,5,0,10,217,4,0,6,15,11,"$95,187","$119,122",21,0,0,5,7,80% ,58% ,3,0,3,46% ,0,2,136% 
